2.8594 	ERROR 	avbin.dll failed to load. Try importing psychopy.visual
  as the first library (before anything that uses scipy)
  and make sure that avbin is installed.
14.9225 	EXP 	window1: blendMode = 'avg'
14.9421 	EXP 	window1: blendMode = 'avg'
14.9591 	EXP 	window1: blendMode = 'avg'
14.9759 	EXP 	window1: blendMode = 'avg'
14.9922 	EXP 	window1: blendMode = 'avg'
15.0093 	EXP 	window1: blendMode = 'avg'
15.0256 	EXP 	window1: blendMode = 'avg'
15.0422 	EXP 	window1: blendMode = 'avg'
15.0589 	EXP 	window1: blendMode = 'avg'
15.0757 	EXP 	window1: blendMode = 'avg'
15.0923 	EXP 	window1: blendMode = 'avg'
15.1092 	EXP 	window1: blendMode = 'avg'
15.1256 	EXP 	window1: blendMode = 'avg'
15.1421 	EXP 	window1: blendMode = 'avg'
15.1590 	EXP 	window1: blendMode = 'avg'
15.1755 	EXP 	window1: blendMode = 'avg'
15.1920 	EXP 	window1: blendMode = 'avg'
15.2092 	EXP 	window1: blendMode = 'avg'
15.2257 	EXP 	window1: blendMode = 'avg'
15.2425 	EXP 	window1: blendMode = 'avg'
15.2588 	EXP 	window1: blendMode = 'avg'
15.2758 	EXP 	window1: blendMode = 'avg'
15.2920 	EXP 	window1: blendMode = 'avg'
15.3092 	EXP 	window1: blendMode = 'avg'
15.3256 	EXP 	window1: blendMode = 'avg'
15.3421 	EXP 	window1: blendMode = 'avg'
15.3589 	EXP 	window1: blendMode = 'avg'
15.3752 	EXP 	window1: blendMode = 'avg'
15.3919 	EXP 	window1: blendMode = 'avg'
15.4092 	EXP 	window1: blendMode = 'avg'
15.4257 	EXP 	window1: blendMode = 'avg'
15.4418 	EXP 	window1: blendMode = 'avg'
15.4589 	EXP 	window1: blendMode = 'avg'
15.4755 	DATA 	Keypress: space
15.4808 	EXP 	Imported demo.xls as conditions, 2 conditions, 2 params
15.4811 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
15.4815 	EXP 	New trial (rep=0, index=0): {'corrResp': 0, 'xpos': -0.25}
15.4855 	EXP 	window1: blendMode = 'avg'
15.4866 	EXP 	window1: blendMode = 'avg'
15.4998 	EXP 	Instr3Text: autoDraw = False
15.4998 	EXP 	Instr3Text: autoDraw = False
15.4998 	EXP 	stim: pos = array([-0.25,  0.  ])
15.4998 	EXP 	stim: image = 'TessImages/2.jpg'
15.4998 	EXP 	answerprompt: text = 'Press 0'
15.4998 	EXP 	Fixation: autoDraw = True
15.4998 	EXP 	stim: autoDraw = True
15.4998 	EXP 	answerprompt: autoDraw = True
15.5005 	EXP 	window1: blendMode = 'avg'
15.5011 	EXP 	window1: blendMode = 'avg'
15.5179 	EXP 	window1: blendMode = 'avg'
15.5187 	EXP 	window1: blendMode = 'avg'
15.5388 	EXP 	window1: blendMode = 'avg'
15.5391 	EXP 	window1: blendMode = 'avg'
15.5591 	EXP 	window1: blendMode = 'avg'
15.5595 	EXP 	window1: blendMode = 'avg'
15.5758 	EXP 	window1: blendMode = 'avg'
15.5761 	EXP 	window1: blendMode = 'avg'
15.5925 	EXP 	window1: blendMode = 'avg'
15.5928 	EXP 	window1: blendMode = 'avg'
15.6090 	EXP 	window1: blendMode = 'avg'
15.6093 	EXP 	window1: blendMode = 'avg'
15.6256 	EXP 	window1: blendMode = 'avg'
15.6259 	EXP 	window1: blendMode = 'avg'
15.6421 	EXP 	window1: blendMode = 'avg'
15.6424 	EXP 	window1: blendMode = 'avg'
15.6595 	EXP 	window1: blendMode = 'avg'
15.6602 	EXP 	window1: blendMode = 'avg'
15.6765 	EXP 	window1: blendMode = 'avg'
15.6768 	EXP 	window1: blendMode = 'avg'
15.6928 	EXP 	window1: blendMode = 'avg'
15.6931 	EXP 	window1: blendMode = 'avg'
15.7095 	EXP 	window1: blendMode = 'avg'
15.7097 	EXP 	window1: blendMode = 'avg'
15.7271 	EXP 	window1: blendMode = 'avg'
15.7275 	EXP 	window1: blendMode = 'avg'
15.7446 	EXP 	window1: blendMode = 'avg'
15.7448 	EXP 	window1: blendMode = 'avg'
15.7604 	EXP 	window1: blendMode = 'avg'
15.7606 	EXP 	window1: blendMode = 'avg'
15.7887 	EXP 	window1: blendMode = 'avg'
15.7889 	EXP 	window1: blendMode = 'avg'
15.8099 	EXP 	window1: blendMode = 'avg'
15.8101 	EXP 	window1: blendMode = 'avg'
15.8265 	EXP 	window1: blendMode = 'avg'
15.8268 	EXP 	window1: blendMode = 'avg'
15.8430 	EXP 	window1: blendMode = 'avg'
15.8433 	EXP 	window1: blendMode = 'avg'
15.8587 	EXP 	window1: blendMode = 'avg'
15.8589 	EXP 	window1: blendMode = 'avg'
15.8755 	EXP 	window1: blendMode = 'avg'
15.8757 	EXP 	window1: blendMode = 'avg'
15.8918 	EXP 	window1: blendMode = 'avg'
15.8921 	EXP 	window1: blendMode = 'avg'
15.9095 	EXP 	window1: blendMode = 'avg'
15.9101 	EXP 	window1: blendMode = 'avg'
15.9272 	EXP 	window1: blendMode = 'avg'
15.9277 	EXP 	window1: blendMode = 'avg'
15.9450 	EXP 	window1: blendMode = 'avg'
15.9457 	EXP 	window1: blendMode = 'avg'
15.9622 	EXP 	window1: blendMode = 'avg'
15.9626 	EXP 	window1: blendMode = 'avg'
15.9885 	EXP 	window1: blendMode = 'avg'
15.9888 	EXP 	window1: blendMode = 'avg'
16.0091 	EXP 	window1: blendMode = 'avg'
16.0093 	EXP 	window1: blendMode = 'avg'
16.0258 	EXP 	window1: blendMode = 'avg'
16.0261 	EXP 	window1: blendMode = 'avg'
16.0424 	EXP 	window1: blendMode = 'avg'
16.0426 	EXP 	window1: blendMode = 'avg'
16.0591 	EXP 	window1: blendMode = 'avg'
16.0593 	EXP 	window1: blendMode = 'avg'
16.0756 	EXP 	window1: blendMode = 'avg'
16.0759 	EXP 	window1: blendMode = 'avg'
16.0921 	DATA 	Keypress: 0
16.0929 	EXP 	New trial (rep=0, index=1): {'corrResp': 1, 'xpos': 0.25}
16.1054 	EXP 	window1: blendMode = 'avg'
16.1061 	EXP 	window1: blendMode = 'avg'
16.1189 	EXP 	Fixation: autoDraw = False
16.1189 	EXP 	stim: autoDraw = False
16.1189 	EXP 	answerprompt: autoDraw = False
16.1189 	EXP 	stim: pos = array([ 0.25,  0.  ])
16.1189 	EXP 	stim: image = 'TessImages/2.jpg'
16.1189 	EXP 	answerprompt: text = 'Press 1'
16.1189 	EXP 	Fixation: autoDraw = True
16.1189 	EXP 	stim: autoDraw = True
16.1189 	EXP 	answerprompt: autoDraw = True
16.1195 	EXP 	window1: blendMode = 'avg'
16.1198 	EXP 	window1: blendMode = 'avg'
16.1421 	EXP 	window1: blendMode = 'avg'
16.1425 	EXP 	window1: blendMode = 'avg'
16.1588 	EXP 	window1: blendMode = 'avg'
16.1591 	EXP 	window1: blendMode = 'avg'
16.1756 	EXP 	window1: blendMode = 'avg'
16.1759 	EXP 	window1: blendMode = 'avg'
16.1926 	EXP 	window1: blendMode = 'avg'
16.1928 	EXP 	window1: blendMode = 'avg'
16.2093 	EXP 	window1: blendMode = 'avg'
16.2096 	EXP 	window1: blendMode = 'avg'
16.2263 	EXP 	window1: blendMode = 'avg'
16.2265 	EXP 	window1: blendMode = 'avg'
16.2431 	EXP 	window1: blendMode = 'avg'
16.2434 	EXP 	window1: blendMode = 'avg'
16.2596 	EXP 	window1: blendMode = 'avg'
16.2600 	EXP 	window1: blendMode = 'avg'
16.2766 	DATA 	Keypress: 1
16.2774 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
16.2776 	EXP 	New trial (rep=0, index=0): None
16.2783 	EXP 	window1: blendMode = 'avg'
16.2936 	EXP 	Fixation: autoDraw = False
16.2936 	EXP 	stim: autoDraw = False
16.2936 	EXP 	answerprompt: autoDraw = False
16.2936 	EXP 	practiceinstr: autoDraw = True
16.2942 	EXP 	window1: blendMode = 'avg'
16.3221 	EXP 	window1: blendMode = 'avg'
16.3421 	EXP 	window1: blendMode = 'avg'
16.3592 	EXP 	window1: blendMode = 'avg'
16.3759 	EXP 	window1: blendMode = 'avg'
16.3926 	EXP 	window1: blendMode = 'avg'
16.4090 	EXP 	window1: blendMode = 'avg'
16.4256 	EXP 	window1: blendMode = 'avg'
16.4420 	EXP 	window1: blendMode = 'avg'
16.4585 	EXP 	window1: blendMode = 'avg'
16.4753 	EXP 	window1: blendMode = 'avg'
16.4922 	EXP 	window1: blendMode = 'avg'
16.5091 	EXP 	window1: blendMode = 'avg'
16.5256 	EXP 	window1: blendMode = 'avg'
16.5422 	EXP 	window1: blendMode = 'avg'
16.5598 	EXP 	window1: blendMode = 'avg'
16.5772 	EXP 	window1: blendMode = 'avg'
16.5944 	EXP 	window1: blendMode = 'avg'
16.6103 	EXP 	window1: blendMode = 'avg'
16.6264 	EXP 	window1: blendMode = 'avg'
16.6427 	EXP 	window1: blendMode = 'avg'
16.6587 	EXP 	window1: blendMode = 'avg'
16.6759 	EXP 	window1: blendMode = 'avg'
16.6921 	EXP 	window1: blendMode = 'avg'
16.7090 	EXP 	window1: blendMode = 'avg'
16.7268 	EXP 	window1: blendMode = 'avg'
16.7430 	EXP 	window1: blendMode = 'avg'
16.7588 	EXP 	window1: blendMode = 'avg'
16.7755 	EXP 	window1: blendMode = 'avg'
16.7919 	DATA 	Keypress: space
16.7973 	EXP 	Imported demo.xls as conditions, 8 conditions, 2 params
16.7977 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
16.7980 	EXP 	New trial (rep=0, index=0): {'corrResp': 1, 'xpos': -0.25}
16.8025 	EXP 	window1: blendMode = 'avg'
16.8169 	EXP 	practiceinstr: autoDraw = False
16.8169 	EXP 	practiceinstr: autoDraw = False
16.8169 	EXP 	stimulus: pos = array([-0.25,  0.  ])
16.8169 	EXP 	stimulus: image = 'TessImages/1.jpg'
16.8169 	EXP 	Fixation2: autoDraw = True
16.8177 	EXP 	window1: blendMode = 'avg'
16.8387 	EXP 	window1: blendMode = 'avg'
16.8586 	EXP 	window1: blendMode = 'avg'
16.8754 	EXP 	window1: blendMode = 'avg'
16.8920 	EXP 	window1: blendMode = 'avg'
16.9091 	EXP 	window1: blendMode = 'avg'
16.9259 	EXP 	window1: blendMode = 'avg'
16.9422 	EXP 	window1: blendMode = 'avg'
16.9591 	EXP 	window1: blendMode = 'avg'
16.9753 	EXP 	window1: blendMode = 'avg'
16.9920 	EXP 	window1: blendMode = 'avg'
17.0091 	EXP 	window1: blendMode = 'avg'
17.0257 	EXP 	window1: blendMode = 'avg'
17.0421 	EXP 	window1: blendMode = 'avg'
17.0588 	EXP 	window1: blendMode = 'avg'
17.0754 	EXP 	window1: blendMode = 'avg'
17.0918 	EXP 	window1: blendMode = 'avg'
17.1090 	EXP 	window1: blendMode = 'avg'
17.1255 	EXP 	window1: blendMode = 'avg'
17.1422 	EXP 	window1: blendMode = 'avg'
17.1585 	EXP 	window1: blendMode = 'avg'
17.1753 	EXP 	window1: blendMode = 'avg'
17.1918 	EXP 	window1: blendMode = 'avg'
17.2089 	EXP 	window1: blendMode = 'avg'
17.2254 	EXP 	window1: blendMode = 'avg'
17.2422 	EXP 	window1: blendMode = 'avg'
17.2585 	EXP 	window1: blendMode = 'avg'
17.2755 	EXP 	window1: blendMode = 'avg'
17.2919 	EXP 	window1: blendMode = 'avg'
17.3091 	EXP 	window1: blendMode = 'avg'
17.3251 	EXP 	stimulus: autoDraw = True
17.3256 	EXP 	window1: blendMode = 'avg'
17.3418 	EXP 	window1: blendMode = 'avg'
17.3585 	EXP 	window1: blendMode = 'avg'
17.3755 	EXP 	window1: blendMode = 'avg'
17.3917 	EXP 	window1: blendMode = 'avg'
17.4090 	EXP 	window1: blendMode = 'avg'
17.4255 	EXP 	window1: blendMode = 'avg'
17.4419 	EXP 	window1: blendMode = 'avg'
17.4585 	EXP 	window1: blendMode = 'avg'
17.4753 	EXP 	window1: blendMode = 'avg'
17.4925 	EXP 	window1: blendMode = 'avg'
17.5091 	EXP 	window1: blendMode = 'avg'
17.5258 	EXP 	window1: blendMode = 'avg'
17.5420 	EXP 	window1: blendMode = 'avg'
17.5587 	EXP 	window1: blendMode = 'avg'
17.5754 	EXP 	window1: blendMode = 'avg'
17.5917 	EXP 	window1: blendMode = 'avg'
17.6089 	EXP 	window1: blendMode = 'avg'
17.6256 	EXP 	window1: blendMode = 'avg'
17.6418 	EXP 	window1: blendMode = 'avg'
17.6584 	EXP 	window1: blendMode = 'avg'
17.6753 	EXP 	window1: blendMode = 'avg'
17.6916 	EXP 	window1: blendMode = 'avg'
17.7090 	EXP 	window1: blendMode = 'avg'
17.7265 	EXP 	window1: blendMode = 'avg'
17.7434 	EXP 	window1: blendMode = 'avg'
17.7597 	EXP 	window1: blendMode = 'avg'
17.7761 	EXP 	window1: blendMode = 'avg'
17.7920 	EXP 	window1: blendMode = 'avg'
17.8092 	EXP 	window1: blendMode = 'avg'
17.8260 	EXP 	window1: blendMode = 'avg'
17.8433 	DATA 	Keypress: 1
17.8454 	EXP 	New trial (rep=0, index=1): {'corrResp': 0, 'xpos': 0.25}
17.8498 	EXP 	window1: blendMode = 'avg'
17.8666 	EXP 	Fixation2: autoDraw = False
17.8666 	EXP 	stimulus: autoDraw = False
17.8666 	EXP 	stimulus: pos = array([ 0.25,  0.  ])
17.8666 	EXP 	stimulus: image = 'TessImages/1.jpg'
17.8666 	EXP 	Fixation2: autoDraw = True
17.8674 	EXP 	window1: blendMode = 'avg'
17.8843 	EXP 	window1: blendMode = 'avg'
17.9053 	EXP 	window1: blendMode = 'avg'
17.9253 	EXP 	window1: blendMode = 'avg'
17.9420 	EXP 	window1: blendMode = 'avg'
17.9588 	EXP 	window1: blendMode = 'avg'
17.9754 	EXP 	window1: blendMode = 'avg'
17.9926 	EXP 	window1: blendMode = 'avg'
18.0102 	EXP 	window1: blendMode = 'avg'
18.0273 	EXP 	window1: blendMode = 'avg'
18.0442 	EXP 	window1: blendMode = 'avg'
18.0601 	EXP 	window1: blendMode = 'avg'
18.0760 	EXP 	window1: blendMode = 'avg'
18.0919 	EXP 	window1: blendMode = 'avg'
18.1089 	EXP 	window1: blendMode = 'avg'
18.1254 	EXP 	window1: blendMode = 'avg'
18.1417 	EXP 	window1: blendMode = 'avg'
18.1585 	EXP 	window1: blendMode = 'avg'
18.1752 	EXP 	window1: blendMode = 'avg'
18.1918 	EXP 	window1: blendMode = 'avg'
18.2089 	EXP 	window1: blendMode = 'avg'
18.2254 	EXP 	window1: blendMode = 'avg'
18.2421 	EXP 	window1: blendMode = 'avg'
18.2586 	EXP 	window1: blendMode = 'avg'
18.2754 	EXP 	window1: blendMode = 'avg'
18.2920 	EXP 	window1: blendMode = 'avg'
18.3091 	EXP 	window1: blendMode = 'avg'
18.3255 	EXP 	window1: blendMode = 'avg'
18.3419 	EXP 	window1: blendMode = 'avg'
18.3585 	EXP 	window1: blendMode = 'avg'
18.3747 	EXP 	stimulus: autoDraw = True
18.3752 	EXP 	window1: blendMode = 'avg'
18.3916 	EXP 	window1: blendMode = 'avg'
18.4088 	EXP 	window1: blendMode = 'avg'
18.4257 	EXP 	window1: blendMode = 'avg'
18.4421 	EXP 	window1: blendMode = 'avg'
18.4584 	EXP 	window1: blendMode = 'avg'
18.4751 	EXP 	window1: blendMode = 'avg'
18.4920 	EXP 	window1: blendMode = 'avg'
18.5091 	EXP 	window1: blendMode = 'avg'
18.5269 	EXP 	window1: blendMode = 'avg'
18.5444 	EXP 	window1: blendMode = 'avg'
18.5605 	EXP 	window1: blendMode = 'avg'
18.5770 	EXP 	window1: blendMode = 'avg'
18.5938 	EXP 	window1: blendMode = 'avg'
18.6100 	EXP 	window1: blendMode = 'avg'
18.6260 	EXP 	window1: blendMode = 'avg'
18.6423 	EXP 	window1: blendMode = 'avg'
18.6586 	EXP 	window1: blendMode = 'avg'
18.6751 	EXP 	window1: blendMode = 'avg'
18.6920 	EXP 	window1: blendMode = 'avg'
18.7087 	EXP 	window1: blendMode = 'avg'
18.7260 	EXP 	window1: blendMode = 'avg'
18.7423 	EXP 	window1: blendMode = 'avg'
18.7585 	DATA 	Keypress: 0
18.7593 	EXP 	New trial (rep=0, index=2): {'corrResp': 1, 'xpos': 0.25}
18.7625 	EXP 	window1: blendMode = 'avg'
18.7777 	EXP 	Fixation2: autoDraw = False
18.7777 	EXP 	stimulus: autoDraw = False
18.7777 	EXP 	stimulus: pos = array([ 0.25,  0.  ])
18.7777 	EXP 	stimulus: image = 'TessImages/2.jpg'
18.7777 	EXP 	Fixation2: autoDraw = True
18.7782 	EXP 	window1: blendMode = 'avg'
18.8055 	EXP 	window1: blendMode = 'avg'
18.8261 	EXP 	window1: blendMode = 'avg'
18.8422 	EXP 	window1: blendMode = 'avg'
18.8582 	EXP 	window1: blendMode = 'avg'
18.8751 	EXP 	window1: blendMode = 'avg'
18.8916 	EXP 	window1: blendMode = 'avg'
18.9089 	EXP 	window1: blendMode = 'avg'
18.9252 	EXP 	window1: blendMode = 'avg'
18.9417 	EXP 	window1: blendMode = 'avg'
18.9583 	EXP 	window1: blendMode = 'avg'
18.9750 	EXP 	window1: blendMode = 'avg'
18.9918 	EXP 	window1: blendMode = 'avg'
19.0089 	EXP 	window1: blendMode = 'avg'
19.0252 	EXP 	window1: blendMode = 'avg'
19.0419 	EXP 	window1: blendMode = 'avg'
19.0586 	EXP 	window1: blendMode = 'avg'
19.0753 	EXP 	window1: blendMode = 'avg'
19.0919 	EXP 	window1: blendMode = 'avg'
19.1090 	EXP 	window1: blendMode = 'avg'
19.1253 	EXP 	window1: blendMode = 'avg'
19.1417 	EXP 	window1: blendMode = 'avg'
19.1584 	EXP 	window1: blendMode = 'avg'
19.1750 	EXP 	window1: blendMode = 'avg'
19.1915 	EXP 	window1: blendMode = 'avg'
19.2090 	EXP 	window1: blendMode = 'avg'
19.2249 	EXP 	window1: blendMode = 'avg'
19.2419 	EXP 	window1: blendMode = 'avg'
19.2585 	EXP 	window1: blendMode = 'avg'
19.2751 	EXP 	window1: blendMode = 'avg'
19.2911 	EXP 	stimulus: autoDraw = True
19.2917 	EXP 	window1: blendMode = 'avg'
19.3087 	EXP 	window1: blendMode = 'avg'
19.3251 	EXP 	window1: blendMode = 'avg'
19.3418 	EXP 	window1: blendMode = 'avg'
19.3582 	EXP 	window1: blendMode = 'avg'
19.3750 	EXP 	window1: blendMode = 'avg'
19.3917 	EXP 	window1: blendMode = 'avg'
19.4088 	EXP 	window1: blendMode = 'avg'
19.4250 	EXP 	window1: blendMode = 'avg'
19.4418 	EXP 	window1: blendMode = 'avg'
19.4583 	EXP 	window1: blendMode = 'avg'
19.4749 	EXP 	window1: blendMode = 'avg'
19.4919 	EXP 	window1: blendMode = 'avg'
19.5085 	EXP 	window1: blendMode = 'avg'
19.5251 	EXP 	window1: blendMode = 'avg'
19.5420 	EXP 	window1: blendMode = 'avg'
19.5586 	EXP 	window1: blendMode = 'avg'
19.5750 	EXP 	window1: blendMode = 'avg'
19.5917 	EXP 	window1: blendMode = 'avg'
19.6087 	EXP 	window1: blendMode = 'avg'
19.6251 	EXP 	window1: blendMode = 'avg'
19.6416 	EXP 	window1: blendMode = 'avg'
19.6584 	EXP 	window1: blendMode = 'avg'
19.6750 	EXP 	window1: blendMode = 'avg'
19.6916 	EXP 	window1: blendMode = 'avg'
19.7090 	EXP 	window1: blendMode = 'avg'
19.7267 	EXP 	window1: blendMode = 'avg'
19.7433 	EXP 	window1: blendMode = 'avg'
19.7593 	EXP 	window1: blendMode = 'avg'
19.7755 	EXP 	window1: blendMode = 'avg'
19.7916 	EXP 	window1: blendMode = 'avg'
19.8085 	EXP 	window1: blendMode = 'avg'
19.8250 	EXP 	window1: blendMode = 'avg'
19.8415 	DATA 	Keypress: 1
19.8423 	EXP 	New trial (rep=0, index=3): {'corrResp': 1, 'xpos': 0.25}
19.8448 	EXP 	window1: blendMode = 'avg'
19.8601 	EXP 	Fixation2: autoDraw = False
19.8601 	EXP 	stimulus: autoDraw = False
19.8601 	EXP 	stimulus: pos = array([ 0.25,  0.  ])
19.8601 	EXP 	stimulus: image = 'TessImages/2.jpg'
19.8601 	EXP 	Fixation2: autoDraw = True
19.8607 	EXP 	window1: blendMode = 'avg'
19.8761 	EXP 	window1: blendMode = 'avg'
19.8916 	EXP 	window1: blendMode = 'avg'
19.9087 	EXP 	window1: blendMode = 'avg'
19.9249 	EXP 	window1: blendMode = 'avg'
19.9416 	EXP 	window1: blendMode = 'avg'
19.9583 	EXP 	window1: blendMode = 'avg'
19.9751 	EXP 	window1: blendMode = 'avg'
19.9915 	EXP 	window1: blendMode = 'avg'
20.0089 	EXP 	window1: blendMode = 'avg'
20.0251 	EXP 	window1: blendMode = 'avg'
20.0417 	EXP 	window1: blendMode = 'avg'
20.0584 	EXP 	window1: blendMode = 'avg'
20.0751 	EXP 	window1: blendMode = 'avg'
20.0914 	EXP 	window1: blendMode = 'avg'
20.1089 	EXP 	window1: blendMode = 'avg'
20.1249 	EXP 	window1: blendMode = 'avg'
20.1418 	EXP 	window1: blendMode = 'avg'
20.1584 	EXP 	window1: blendMode = 'avg'
20.1749 	EXP 	window1: blendMode = 'avg'
20.1915 	EXP 	window1: blendMode = 'avg'
20.2085 	EXP 	window1: blendMode = 'avg'
20.2248 	EXP 	window1: blendMode = 'avg'
20.2418 	EXP 	window1: blendMode = 'avg'
20.2582 	EXP 	window1: blendMode = 'avg'
20.2748 	EXP 	window1: blendMode = 'avg'
20.2916 	EXP 	window1: blendMode = 'avg'
20.3088 	EXP 	window1: blendMode = 'avg'
20.3251 	EXP 	window1: blendMode = 'avg'
20.3416 	EXP 	window1: blendMode = 'avg'
20.3582 	EXP 	window1: blendMode = 'avg'
20.3745 	EXP 	stimulus: autoDraw = True
20.3750 	EXP 	window1: blendMode = 'avg'
20.3914 	EXP 	window1: blendMode = 'avg'
20.4086 	EXP 	window1: blendMode = 'avg'
20.4249 	EXP 	window1: blendMode = 'avg'
20.4415 	EXP 	window1: blendMode = 'avg'
20.4583 	EXP 	window1: blendMode = 'avg'
20.4752 	EXP 	window1: blendMode = 'avg'
20.4916 	EXP 	window1: blendMode = 'avg'
20.5086 	EXP 	window1: blendMode = 'avg'
20.5252 	EXP 	window1: blendMode = 'avg'
20.5417 	EXP 	window1: blendMode = 'avg'
20.5583 	EXP 	window1: blendMode = 'avg'
20.5752 	EXP 	window1: blendMode = 'avg'
20.5915 	EXP 	window1: blendMode = 'avg'
20.6085 	EXP 	window1: blendMode = 'avg'
20.6249 	EXP 	window1: blendMode = 'avg'
20.6417 	EXP 	window1: blendMode = 'avg'
20.6584 	EXP 	window1: blendMode = 'avg'
20.6749 	EXP 	window1: blendMode = 'avg'
20.6914 	EXP 	window1: blendMode = 'avg'
20.7093 	EXP 	window1: blendMode = 'avg'
20.7272 	EXP 	window1: blendMode = 'avg'
20.7438 	EXP 	window1: blendMode = 'avg'
20.7601 	EXP 	window1: blendMode = 'avg'
20.7759 	DATA 	Keypress: 1
20.7766 	EXP 	New trial (rep=0, index=4): {'corrResp': 0, 'xpos': -0.25}
20.7790 	EXP 	window1: blendMode = 'avg'
20.7940 	EXP 	Fixation2: autoDraw = False
20.7940 	EXP 	stimulus: autoDraw = False
20.7940 	EXP 	stimulus: pos = array([-0.25,  0.  ])
20.7940 	EXP 	stimulus: image = 'TessImages/2.jpg'
20.7940 	EXP 	Fixation2: autoDraw = True
20.7946 	EXP 	window1: blendMode = 'avg'
20.8218 	EXP 	window1: blendMode = 'avg'
20.8416 	EXP 	window1: blendMode = 'avg'
20.8585 	EXP 	window1: blendMode = 'avg'
20.8748 	EXP 	window1: blendMode = 'avg'
20.8916 	EXP 	window1: blendMode = 'avg'
20.9095 	EXP 	window1: blendMode = 'avg'
20.9260 	EXP 	window1: blendMode = 'avg'
20.9432 	EXP 	window1: blendMode = 'avg'
20.9603 	EXP 	window1: blendMode = 'avg'
20.9776 	EXP 	window1: blendMode = 'avg'
20.9955 	EXP 	window1: blendMode = 'avg'
21.0129 	EXP 	window1: blendMode = 'avg'
21.0303 	EXP 	window1: blendMode = 'avg'
21.0477 	EXP 	window1: blendMode = 'avg'
21.0648 	EXP 	window1: blendMode = 'avg'
21.0820 	EXP 	window1: blendMode = 'avg'
21.1000 	EXP 	window1: blendMode = 'avg'
21.1194 	EXP 	window1: blendMode = 'avg'
21.1431 	EXP 	window1: blendMode = 'avg'
21.1607 	EXP 	window1: blendMode = 'avg'
21.1789 	EXP 	window1: blendMode = 'avg'
21.1970 	EXP 	window1: blendMode = 'avg'
21.2148 	EXP 	window1: blendMode = 'avg'
21.2324 	EXP 	window1: blendMode = 'avg'
21.2497 	EXP 	window1: blendMode = 'avg'
21.2682 	EXP 	window1: blendMode = 'avg'
21.2924 	EXP 	window1: blendMode = 'avg'
21.3092 	EXP 	stimulus: autoDraw = True
21.3100 	EXP 	window1: blendMode = 'avg'
21.3271 	EXP 	window1: blendMode = 'avg'
21.3436 	EXP 	window1: blendMode = 'avg'
21.3603 	EXP 	window1: blendMode = 'avg'
21.3789 	EXP 	window1: blendMode = 'avg'
21.3973 	EXP 	window1: blendMode = 'avg'
21.4162 	EXP 	window1: blendMode = 'avg'
21.4358 	EXP 	window1: blendMode = 'avg'
21.4588 	EXP 	window1: blendMode = 'avg'
21.4761 	EXP 	window1: blendMode = 'avg'
21.4936 	EXP 	window1: blendMode = 'avg'
21.5112 	EXP 	window1: blendMode = 'avg'
21.5287 	EXP 	window1: blendMode = 'avg'
21.5457 	EXP 	window1: blendMode = 'avg'
21.5627 	EXP 	window1: blendMode = 'avg'
21.5794 	EXP 	window1: blendMode = 'avg'
21.6047 	EXP 	window1: blendMode = 'avg'
21.6261 	EXP 	window1: blendMode = 'avg'
21.6443 	EXP 	window1: blendMode = 'avg'
21.6618 	EXP 	window1: blendMode = 'avg'
21.6790 	EXP 	window1: blendMode = 'avg'
21.6965 	EXP 	window1: blendMode = 'avg'
21.7140 	EXP 	window1: blendMode = 'avg'
21.7326 	DATA 	Keypress: 1
21.7342 	EXP 	New trial (rep=0, index=5): {'corrResp': 0, 'xpos': -0.25}
21.7409 	EXP 	window1: blendMode = 'avg'
21.7555 	EXP 	Fixation2: autoDraw = False
21.7555 	EXP 	stimulus: autoDraw = False
21.7555 	EXP 	stimulus: pos = array([-0.25,  0.  ])
21.7555 	EXP 	stimulus: image = 'TessImages/2.jpg'
21.7555 	EXP 	Fixation2: autoDraw = True
21.7564 	EXP 	window1: blendMode = 'avg'
21.7764 	EXP 	window1: blendMode = 'avg'
21.7946 	EXP 	window1: blendMode = 'avg'
21.8125 	EXP 	window1: blendMode = 'avg'
21.8306 	EXP 	window1: blendMode = 'avg'
21.8493 	EXP 	window1: blendMode = 'avg'
21.8683 	EXP 	window1: blendMode = 'avg'
21.8923 	EXP 	window1: blendMode = 'avg'
21.9095 	EXP 	window1: blendMode = 'avg'
21.9265 	EXP 	window1: blendMode = 'avg'
21.9434 	EXP 	window1: blendMode = 'avg'
21.9722 	EXP 	window1: blendMode = 'avg'
21.9923 	EXP 	window1: blendMode = 'avg'
22.0100 	EXP 	window1: blendMode = 'avg'
22.0274 	EXP 	window1: blendMode = 'avg'
22.0443 	EXP 	window1: blendMode = 'avg'
22.0614 	EXP 	window1: blendMode = 'avg'
22.0784 	EXP 	window1: blendMode = 'avg'
22.0955 	EXP 	window1: blendMode = 'avg'
22.1131 	EXP 	window1: blendMode = 'avg'
22.1302 	EXP 	window1: blendMode = 'avg'
22.1472 	EXP 	window1: blendMode = 'avg'
22.1643 	EXP 	window1: blendMode = 'avg'
22.1818 	EXP 	window1: blendMode = 'avg'
22.1988 	EXP 	window1: blendMode = 'avg'
22.2161 	EXP 	window1: blendMode = 'avg'
22.2337 	EXP 	window1: blendMode = 'avg'
